StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q98,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q867,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q978,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q69,Q67,Q64,Q69 2,Q73,type,task,Enter Embedded Data Field Name Here...,Q1768 - Topics
7/12/17 8:24,7/12/17 8:27,0,75.128.62.146,100,160,1,7/12/17 8:27,R_ufB5X4DAIEatsK5,,,,,34.06269836,-117.8896027,anonymous,EN,A2DXSHR0ZWHIYD,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Algorithms are a set of rules, in this case, programmed to analyze data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,It is too one-sided and a computer cannot take into account past performance and properly evaluate emotions.,2,2,3,2,6,6,He feels like he is being misunderstood,2,The manager might not be entirely committed to his job if he has an algorithm doing most of the work,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,2,5,4,3,4,,
7/12/17 8:24,7/12/17 8:27,0,107.202.43.166,100,196,1,7/12/17 8:27,R_3ndBVKYJW6wpkHS,,,,,38.8184967,-121.2818985,anonymous,EN,AQIHP9D5DG5J,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,almost a filter or a calculation that runs through data and either sorts or filters out certain candidates or subjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Because it uses both technical analysis via the algorithm, but also a human touch with the manager",4,4,4,4,4,3,"Because if i were in his shoes, I'd feel indifferent if I were judged on those things",4,I trust the algorithm to an extent because it's free of bias and views me objectively,1,,,,,,,,,,,,,1,22,2,3,4,4,3,,
7/12/17 8:24,7/12/17 8:28,0,173.26.158.12,100,214,1,7/12/17 8:28,R_2eRyCTagqZ2DdFa,,,,,42.42660522,-92.35800171,anonymous,EN,AGLY8XF1SIZSV,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,"People's vernacular varies, and if the 'keywords' don't contain how one individual would speak, then it's retarded. ",7,6,5,1,1,2,He's validated by the decision. ,3,"People's vernacular varies, and if the 'keywords' don't contain how one individual would speak, then it's retarded. ",1,,,,,,,,,,,,,Formulas used to decide outcomes. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,4,1,1,3,,
7/12/17 8:24,7/12/17 8:28,0,96.41.189.207,100,215,1,7/12/17 8:28,R_2X1hgP2k2RfEkQ1,,,,,42.37939453,-123.3983002,anonymous,EN,A6M7YIG6KKHPA,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Without a really good reason, I don't see how this is fair to the individual. Like, maybe a customer complaining it would be justified.",2,2,2,4,3,5,"He may feel anger over the algorithm, because he felt like he was doing a fine job. ",2,"An algorithm, to the best of my knowledge, can't determine quality.",1,"They're patterns, I believe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,2,4,1,1,4,,
7/12/17 8:25,7/12/17 8:28,0,64.121.102.112,100,158,1,7/12/17 8:28,R_z0vfl58IN1MRzKF,,,,,40.5901947,-75.35469818,anonymous,EN,A1G187YBG0DVMQ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computer models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"If the algorithim can identify weak parts of machinery, no reason to not use it.",3,5,4,2,2,4,im not really sure,6,it is focused only on the data,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,5,1,4,1,,
7/12/17 8:24,7/12/17 8:28,0,74.128.101.140,100,253,1,7/12/17 8:28,R_2Br32Ol1P1Ldma4,,,,,39.09039307,-84.70110321,anonymous,EN,A3TEMWUZGEVFYS,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,It is the business' right to use this hiring process. Looking through and picking the most favorable candidates for onsite review is thus far.,2,1,2,2,3,5,I answered this with the assumption that Chris wasn't chosen. Of course his feelings would probably differ if he was picked.,5,I'm assuming the manager has experience in their hiring process and understands what it takes for deserving candidates.,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,2,4,1,5,3,,
7/12/17 8:24,7/12/17 8:28,0,75.65.3.201,100,233,1,7/12/17 8:28,R_OKfZFY0NKRxfnB7,,,,,35.13589478,-90.00270081,anonymous,EN,A13JBRRX9P0UNK,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,code that carries out a function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,It's an objective way of measuring performance.,4,4,3,5,4,3,It would put pressure on him but it wouldn't be completely horrible.,5,Performance is still subjective but for the most part you can trust an objective way of measuring like this algorithm ,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,5,1,2,4,,
7/12/17 8:24,7/12/17 8:29,0,72.195.153.206,100,286,1,7/12/17 8:29,R_3P4TuVXZP6WlKMs,,,,,41.75010681,-71.4108963,anonymous,EN,A23EWFNNOUS10B,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,It is fair because he needs to know how the employees are performing. ,2,3,5,6,3,6,I believe it is frustrating to have someone review your work. ,6,Most managers will be honest in their evaluations. ,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,2,5,1,5,4,,
7/12/17 8:24,7/12/17 8:29,0,73.147.0.223,100,283,1,7/12/17 8:29,R_22LnNl4IZzqoBnn,,,,,38.13609314,-79.06230164,anonymous,EN,A1ZN6V0PU8VVAH,"1,2",3,6,,,,,,,,,,,,,6,The manager took the employee's availability into consideration.,5,4,4,2,2,2,"I don't think he'd feel much. At best, he'd be happy to have his availability respected.",6,He seems to take the proper things into consideration.,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,2,5,1,5,2,,
7/12/17 8:24,7/12/17 8:29,0,98.156.69.35,100,256,1,7/12/17 8:29,R_VULyilIsrFOILhn,,,,,39.0184021,-94.70899963,anonymous,EN,ATF7HBD1TFI2U,"1,2",3,6,7,IT IS THE MANAGERS JOB TO ASSIGN THESE DUTIES TO EMPLOYEES.,4,4,5,2,2,2,HE'S PROBABLY NOT AGRY BUT NOT EXACTLY THRILLED TO BE ASSIGNED A TASK.,4,HE PROBABLY HAS BEEN ASSIGNED THIS MANAGERIAL JOB FOR A REASON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,1,4,1,5,1,,
7/12/17 8:24,7/12/17 8:29,0,108.239.116.189,100,286,1,7/12/17 8:29,R_Zkp6QCtMM0lMaGJ,,,,,32.6322937,-96.91249847,anonymous,EN,A1XL3SDACSAMG,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,7,"It may be that he has mornings available so that's why the algorithm scheduled him that way, plus in jobs you sometimes don't get to pick when you work",4,4,4,4,4,4,"I don't know how he feels, I don't know anything about him, he may love the morning and want to work early so he can get off early",7,I have no reason to distrust it,1,,,,,,,,,,,,,,,,,,,,,,,,,computer programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,1,2,2,1,2,,
7/12/17 8:26,7/12/17 8:30,0,69.117.181.144,100,236,1,7/12/17 8:30,R_2pW7VMsFFCr26CF,,,,,40.61000061,-73.91079712,anonymous,EN,ABL3H3O3BI8ZD,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,i think it was fair that chris was chosen.,7,4,6,1,1,1,i think he should feel excited for the new position.,5,i dont' know the criteria that is being used to filter out candidates on their system.,1,,,,,,,,,,,,,algorithms are systems in place that are derived from math in order to accomplish a specific goals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,2,6,2,1,3,,
7/12/17 8:24,7/12/17 8:30,0,174.60.237.75,100,347,1,7/12/17 8:30,R_2U4yNk7CTO6hB6g,,,,,41.38499451,-75.64610291,anonymous,EN,A25EGRCD2LG0KK,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they play numbers games like at the casino,4,it is just a job,4,5,6,3,1,3,"probably just normal feelings, no big deal",4,probably lots of punneeded part replacement,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,2,2,1,2,1,,
7/12/17 8:24,7/12/17 8:30,0,69.142.163.135,100,354,1,7/12/17 8:30,R_1kSPGyaiYrWg55b,,,,,40.86689758,-74.8219986,anonymous,EN,A1NVJB5O4H7ZCJ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are a set of data that is compiled and cross referenced using a computer to analyze data.,,,,,,,,,,,,,5,Chris must be available to work mornings and since it is an active time they scheduled him than,4,4,5,2,1,2,Chris must have let them know when he can work so he should not be angry at this scheduling. Of course no one is joyful working mornings either!,5,You would know when your employees can work and you would know when the shifts are the busiest and how many people you need to handle the crowd. I would trust this algorithmic analysis,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,1,4,1,2,2,,
7/12/17 8:24,7/12/17 8:30,0,74.109.232.100,100,350,1,7/12/17 8:30,R_zeXWtTRefU5pXgZ,,,,,40.37869263,-79.97100067,anonymous,EN,A1B5KIQ8JLR2F7,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,I think it's fair to have Chris do maintenance on the more heavily used and more often broken components of machinery which would be the result of the algorithm.,4,4,2,2,2,2,"He didn't have an opportunity to achieve anything that would make him feel positive emotions, but I don't think he would feel negatively either.",5,I think the algorithm is a good idea to ensure routine maintenance on things but some parts may break regardless so I need more information on what happens during those times. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math problems that predict a pattern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,1,3,1,1,1,,
7/12/17 8:24,7/12/17 8:30,0,65.191.138.159,100,361,1,7/12/17 8:30,R_2Tz04rxDAHsFW7t,,,,,34.92730713,-78.90930176,anonymous,EN,AE4FRGGT254D3,"1,2",3,6,7,It is the Managers job to assign duties,4,4,4,1,1,1,He would have no particular feelings. He is just doing his job,6,He wouldnt keep his manager job if he could not be trusted,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,2,3,1,5,1,,
7/12/17 8:27,7/12/17 8:31,0,136.60.172.18,100,236,1,7/12/17 8:31,R_1DNoqqMxJzQyyHM,,,,,40.75979614,-111.8626022,anonymous,EN,A3RHGIM99R25Q9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designed instructions for computers that return results based on the inputs given.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"So long as both a human and a computer analyzes it, I don't feel like there is any unfair bias going on.",4,4,4,2,2,4,He wouldn't feel angry or feel like he is being targeted but probably wouldn't be happy and excited either.,4,"If the algorithm is designed in a way that makes it effective, it should provide good feedback on call quality.",1,3,29,2,3,1,4,4,,
7/12/17 8:28,7/12/17 8:31,0,172.220.171.126,100,158,1,7/12/17 8:31,R_28ZkQCfTU1EyPQr,,,,,35.76119995,-81.72799683,anonymous,EN,AXR8QNGNBF1DU,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Because he is in a service industry and needs to be evaluated by his manager so that he can an honest review of his work.,5,5,6,4,2,4,"I just assumed he got a decent review but felt he could do better.  Without seeing a review, it's impossible to know how he'd feel about it.",6,Because the manager is actively taking an interest in there work performance.,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,1,5,1,5,4,,
7/12/17 8:27,7/12/17 8:31,0,66.188.55.188,100,236,1,7/12/17 8:31,R_232g33wzcD8WL3u,,,,,42.45809937,-83.94680023,anonymous,EN,A3TM85O4E7IOUU,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,6,"It doesn't seem like it's that much of an imposition for Chris, if it split his shift up throughout the day it would be less fair",6,4,4,2,2,2,I think he'll be happy to have a consistent schedule,6,An algorithm can account for different needs of the store and schedule employees appropriately,1,,,,,,,,,,,,,,,,,,,,,,,,,A decision making process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,2,3,1,1,2,,
7/12/17 8:24,7/12/17 8:32,0,74.243.191.186,100,428,1,7/12/17 8:32,R_3EmaA8b8sorDfGR,,,,,35.39019775,-82.37249756,anonymous,EN,A3U74S280Z4B0,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"They are a form of ""AI"" or artificial intelligence where a computer program is written to make judgments based on a set of rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"I do not trust an algorithm or ""AI"" to evaluate human behavior. There are to many subtleties that only a real person is capable of interpreting correctly.",2,2,2,6,5,6,I think Chris would feel he deserves to be evaluated by a person and not a machine. Being evaluated by a machine could make him feel devalued and that he is not worth taking the time to evaluate him properly.,2,"Again, I do not feel that an algorithm can make an accurate evaluation of a human being. It takes another person to pick up on all the subtleties that are involved in human interaction.",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,2,2,1,2,4,,
7/12/17 8:24,7/12/17 8:32,0,67.83.89.141,100,451,1,7/12/17 8:32,R_3QWSYJ5qh8o7POh,,,,,40.77960205,-74.02380371,anonymous,EN,A3QS96739O5M6F,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,5,Manager knows better.,5,5,5,2,2,2,I think he should be happy.,5,They did lot of trials.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,2,5,4,3,2,,
7/12/17 8:24,7/12/17 8:32,0,68.97.235.108,100,477,1,7/12/17 8:32,R_3qP6xBdKo77Pv0l,,,,,35.37980652,-97.75980377,anonymous,EN,A1X3N2ATX5DAJP,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,its a set of rules a program follows to help with problem solving etc. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,because it something that needs attention,4,4,4,1,1,1,If its his job there shouldnt be any negative emotion ,5,with a algorithm there is a possibility that it could be wrong,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,2,3,1,4,1,,
7/12/17 8:24,7/12/17 8:32,0,174.56.160.177,100,495,1,7/12/17 8:32,R_215JL2R0f5HJVij,,,,,31.99710083,-80.96450043,anonymous,EN,A2GB0RI43KU4Z,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A set of rules or steps for going from point A to point B in terms of problem-solving or decision-making. ,,,,,,,,,,,,,,,,,,,,,,,,,5,Basing the initial selection on an impartial algorithm eliminates any unfairness that may creep in if a person was going through the job applicants first. ,4,4,2,4,4,4,"Unless I missed something (and I reread it twice), there's no indication of whether Chris was selected as being among the top applicants, so he has no reason to feel much at all about how the process worked. That said, I don't think he'd feel proud because why would he at this point? I think the best word for his feelings might be 'hopeful.'",5,"If the process is already designed such that an algorithm does this initial sorting, I would imagine the steps that follow would have some measure of standardization as well. I think the manager will trust the sorting and if the algorithm is based on their needs and experiences in the past with applicants, the decisions made should be of fairly high quality.",1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,2,5,1,2,3,,
